(c) Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Wahlkreisen;;;;;;;;;;;;;;;;
Status:;Endgültig;;;;;;;;;;;;;;;
Stand:;14.03.2025;10:50;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung;Gewählt
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;AfD;5;2;29272;15,254255;10317;5,775787;183,725889;9,478468;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Die Linke;6;1;10375;5,409704;6544;3,664567;58,542176;1,745137;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Die Linke;6;2;15912;8,292078;7475;4,184745;112,869565;4,107333;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;SSW;7;1;21468;11,193785;13020;7,291054;64,884793;3,902731;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;SSW;7;2;20575;10,722065;16415;9,189643;25,342674;1,532422;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Die PARTEI;8;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Die PARTEI;8;2;1212;0,631599;1844;1,03233;-34,273319;-0,400732;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;FREIE WÄHLER;9;1;1547;0,806632;2324;1,301414;-33,433735;-0,494782;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;FREIE WÄHLER;9;2;1137;0,592515;1715;0,960112;-33,702624;-0,367597;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Volt;10;1;1452;0,757098;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Volt;10;2;1449;0,755104;403;0,225612;259,55335;0,529492;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;MLPD;11;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;MLPD;11;2;53;0,027619;12;0,006718;341,666667;0,020901;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;1;646;0,336836;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;2;328;0,170928;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;BSW;13;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;BSW;13;2;6050;3,152782;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Einzelbewerber/Wählergruppe;EB:Krüger-Winands;14;1;471;0,245588;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Einzelbewerber/Wählergruppe;EB:Krüger-Winands;14;2;;;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;dieBasis;15;1;;;3357;1,879882;;-1,879882;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;dieBasis;15;2;;;2866;1,604479;;-1,604479;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Team Todenhöfer;16;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Team Todenhöfer;16;2;;;318;0,178027;;-0,178027;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;ÖDP;17;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;ÖDP;17;2;;;132;0,073898;;-0,073898;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;PdH;18;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;PdH;18;2;;;157;0,087894;;-0,087894;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Tierschutzpartei;19;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Tierschutzpartei;19;2;;;1990;1,114066;;-1,114066;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Übrige;1000;1;;;384;0,215036;;-0,215036;;–
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Übrige;1000;2;;;563;0,315185;;-0,315185;;–
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Wahlberechtigte;-4;;186019;;188267;;-1,194049;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Wählende;-3;;153755;82,655535;145387;77,223836;5,755673;5,431699;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Ungültige;-2;1;1038;0,6751;1337;0,919615;-22,3635;-0,244515;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Ungültige;-2;2;840;0,546324;1242;0,854272;-32,36715;-0,307948;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Gültige;-1;1;152717;99,3249;144050;99,080385;6,016661;0,244515;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Gültige;-1;2;152915;99,453676;144145;99,145728;6,084151;0,307948;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;SPD;1;1;31169;20,409647;40026;27,786185;-22,128117;-7,376539;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;SPD;1;2;26639;17,420789;37926;26,311006;-29,760586;-8,890217;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;CDU;2;1;49866;32,652553;43745;30,367928;13,992456;2,284626;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;CDU;2;2;45302;29,625609;35511;24,63561;27,571738;4,989999;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;GRÜNE;3;1;16628;10,888113;20611;14,308226;-19,324632;-3,420113;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;GRÜNE;3;2;18764;12,270869;22588;15,670332;-16,929343;-3,399463;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;FDP;4;1;5750;3,765134;13958;9,689691;-58,804986;-5,924557;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;FDP;4;2;7618;4,981853;18350;12,730237;-58,485014;-7,748384;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;AfD;5;1;24474;16,025721;8274;5,743839;195,794054;10,281882;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;AfD;5;2;24564;16,063826;8798;6,103576;179,199818;9,96025;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Die Linke;6;1;7920;5,186063;4060;2,818466;95,073892;2,367597;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Die Linke;6;2;9442;6,174672;4437;3,07815;112,801442;3,096522;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;SSW;7;1;14254;9,333604;9410;6,532454;51,477152;2,80115;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;SSW;7;2;12264;8,020142;9516;6,601686;28,87768;1,418456;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Die PARTEI;8;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Die PARTEI;8;2;1067;0,697773;1322;0,917132;-19,288956;-0,219359;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;FREIE WÄHLER;9;1;1484;0,971732;1510;1,048247;-1,721854;-0,076515;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;FREIE WÄHLER;9;2;1099;0,7187;1081;0,749939;1,665125;-0,031239;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Volt;10;1;1172;0,767433;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Volt;10;2;1023;0,668999;237;0,164418;331,64557;0,504581;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;MLPD;11;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;MLPD;11;2;48;0,03139;26;0,018037;84,615385;0,013353;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;2;178;0,116405;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;BSW;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;BSW;13;2;4907;3,208972;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;dieBasis;14;1;;;2254;1,564734;;-1,564734;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;dieBasis;14;2;;;1836;1,273717;;-1,273717;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Team Todenhöfer;15;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Team Todenhöfer;15;2;;;239;0,165805;;-0,165805;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;ÖDP;16;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;ÖDP;16;2;;;121;0,083943;;-0,083943;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;PdH;17;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;PdH;17;2;;;130;0,090187;;-0,090187;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Tierschutzpartei;18;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Tierschutzpartei;18;2;;;1604;1,112768;;-1,112768;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Übrige;1000;1;;;202;0,140229;;-0,140229;;CDU
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Übrige;1000;2;;;423;0,293455;;-0,293455;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Wahlberechtigte;-4;;175948;;176899;;-0,537595;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Wählende;-3;;146393;83,202423;136299;77,049051;7,405777;6,153373;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Ungültige;-2;1;1146;0,782824;1319;0,967725;-13,115997;-0,184901;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Ungültige;-2;2;801;0,547157;1190;0,873081;-32,689076;-0,325923;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Gültige;-1;1;145247;99,217176;134980;99,032275;7,606312;0,184901;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Gültige;-1;2;145592;99,452843;135109;99,126919;7,758921;0,325923;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;SPD;1;1;30702;21,137786;39379;29,173952;-22,034587;-8,036166;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;SPD;1;2;25602;17,584757;37468;27,731683;-31,669691;-10,146926;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;CDU;2;1;50887;35,034803;39431;29,212476;29,053283;5,822327;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;CDU;2;2;42561;29,233062;32842;24,307781;29,593204;4,925281;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;GRÜNE;3;1;14449;9,947882;16686;12,361831;-13,406449;-2,413949;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;GRÜNE;3;2;16071;11,038381;19237;14,238134;-16,457868;-3,199752;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;FDP;4;1;5625;3,872713;19315;14,309527;-70,877556;-10,436814;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;FDP;4;2;7435;5,106737;18492;13,686727;-59,793424;-8,57999;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;AfD;5;1;29674;20,430026;10429;7,72633;184,533512;12,703696;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;AfD;5;2;29653;20,367191;11303;8,365838;162,34628;12,001353;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Die Linke;6;1;8665;5,9657;4339;3,21455;99,700392;2,75115;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Die Linke;6;2;9656;6,632233;4524;3,348408;113,439434;3,283825;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;SSW;7;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;SSW;7;2;4992;3,42876;3366;2,491322;48,306595;0,937438;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Die PARTEI;8;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Die PARTEI;8;2;1213;0,83315;1346;0,996233;-9,881129;-0,163082;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;FREIE WÄHLER;9;1;3111;2,141869;2566;1,901022;21,239283;0,240846;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;FREIE WÄHLER;9;2;1542;1,059124;1713;1,267865;-9,982487;-0,208741;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Volt;10;1;2134;1,469221;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Volt;10;2;1229;0,84414;226;0,167272;443,80531;0,676867;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;MLPD;11;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;MLPD;11;2;45;0,030908;25;0,018504;80;0,012405;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;2;236;0,162097;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;BSW;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;BSW;13;2;5357;3,67946;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;dieBasis;14;1;;;2040;1,511335;;-1,511335;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;dieBasis;14;2;;;1712;1,267125;;-1,267125;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Team Todenhöfer;15;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Team Todenhöfer;15;2;;;283;0,209461;;-0,209461;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;ÖDP;16;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;ÖDP;16;2;;;105;0,077715;;-0,077715;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;PdH;17;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;PdH;17;2;;;118;0,087337;;-0,087337;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Tierschutzpartei;18;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Tierschutzpartei;18;2;;;1719;1,272306;;-1,272306;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Übrige;1000;1;;;795;0,588976;;-0,588976;;CDU
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Übrige;1000;2;;;630;0,46629;;-0,46629;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Wahlberechtigte;-4;;202649;;202226;;0,209172;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Wählende;-3;;172504;85,124526;162060;80,138063;6,444527;4,986462;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Ungültige;-2;1;1137;0,659115;1410;0,870048;-19,361702;-0,210933;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Ungültige;-2;2;858;0,49738;1105;0,681846;-22,352941;-0,184466;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Gültige;-1;1;171367;99,340885;160650;99,129952;6,671024;0,210933;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Gültige;-1;2;171646;99,50262;160955;99,318154;6,642229;0,184466;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;SPD;1;1;36266;21,162768;49474;30,796141;-26,696851;-9,633373;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;SPD;1;2;30418;17,721357;43148;26,807493;-29,503106;-9,086136;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;CDU;2;1;56163;32,773521;47688;29,684407;17,771766;3,089114;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;CDU;2;2;50231;29,2643;38517;23,930291;30,412545;5,334009;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;GRÜNE;3;1;20473;11,946874;23832;14,834734;-14,094495;-2,88786;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;GRÜNE;3;2;25226;14,696527;28828;17,910596;-12,494797;-3,21407;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;FDP;4;1;8170;4,767546;12903;8,031746;-36,681392;-3,2642;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;FDP;4;2;7956;4,635121;19322;12,004598;-58,824138;-7,369476;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;AfD;5;1;26417;15,415453;10200;6,349206;158,990196;9,066247;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;AfD;5;2;27498;16,020181;10564;6,563325;160,299129;9,456856;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Die Linke;6;1;8675;5,062235;4416;2,748833;96,444746;2,313402;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Die Linke;6;2;10890;6,344453;5163;3,207729;110,923881;3,136724;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;SSW;7;1;11075;6,462738;5834;3,631497;89,835447;2,831241;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;SSW;7;2;10497;6,115494;7304;4,537914;43,715772;1,577579;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Die PARTEI;8;1;;;2150;1,338313;;-1,338313;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Die PARTEI;8;2;1161;0,676392;1618;1,00525;-28,244747;-0,328858;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;FREIE WÄHLER;9;1;1367;0,797703;1651;1,0277;-17,201696;-0,229997;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;FREIE WÄHLER;9;2;992;0,577934;1174;0,729396;-15,502555;-0,151463;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Volt;10;1;1327;0,774361;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Volt;10;2;974;0,567447;253;0,157187;284,980237;0,41026;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;MLPD;11;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;MLPD;11;2;42;0,024469;33;0,020503;27,272727;0,003966;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;1;632;0,368799;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;2;298;0,173613;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;BSW;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;BSW;13;2;5463;3,182713;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Einzelbewerber/Wählergruppe;EB:Baasch;14;1;500;0,291771;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Einzelbewerber/Wählergruppe;EB:Baasch;14;2;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Einzelbewerber/Wählergruppe;EB:Kisifli;15;1;302;0,17623;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Einzelbewerber/Wählergruppe;EB:Kisifli;15;2;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;dieBasis;16;1;;;2502;1,557423;;-1,557423;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;dieBasis;16;2;;;2375;1,475568;;-1,475568;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Team Todenhöfer;17;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Team Todenhöfer;17;2;;;244;0,151595;;-0,151595;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;ÖDP;18;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;ÖDP;18;2;;;122;0,075798;;-0,075798;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;PdH;19;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;PdH;19;2;;;136;0,084496;;-0,084496;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Tierschutzpartei;20;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Tierschutzpartei;20;2;;;1728;1,073592;;-1,073592;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Übrige;1000;1;;;0;0;;0;;CDU
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Übrige;1000;2;;;426;0,26467;;-0,26467;;CDU
