(c) Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Wahlkreisen;;;;;;;;;;;;;;;;
Status:;Endgültig;;;;;;;;;;;;;;;
Stand:;14.03.2025;10:50;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung;Gewählt
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;MLPD;13;1;;;227;0,126432;;-0,126432;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;MLPD;13;2;87;0,047263;130;0,072332;-33,076923;-0,025069;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;1;2020;1,103433;;;;;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;2;679;0,368869;;;;;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;BSW;15;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;BSW;15;2;15474;8,40631;;;;;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;dieBasis;16;1;;;2527;1,407462;;-1,407462;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;dieBasis;16;2;;;2645;1,471685;;-1,471685;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;Bündnis C;17;1;;;477;0,265675;;-0,265675;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;Bündnis C;17;2;;;359;0,199749;;-0,199749;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;Team Todenhöfer;18;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;Team Todenhöfer;18;2;;;769;0,427874;;-0,427874;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;ÖDP;19;1;;;1164;0,648313;;-0,648313;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;ÖDP;19;2;;;760;0,422866;;-0,422866;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;Verjüngungsforschung;20;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;Partei;Verjüngungsforschung;20;2;;;815;0,453468;;-0,453468;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;System-Gruppe;Übrige;1000;1;;;1231;0,68563;;-0,68563;;AfD
BT;23.02.2025;Wahlkreis;158;Dresden I;LAND;14;System-Gruppe;Übrige;1000;2;;;738;0,410625;;-0,410625;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;System-Gruppe;Wahlberechtigte;-4;;233483;;234432;;-0,404808;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;System-Gruppe;Wählende;-3;;196333;84,088777;189409;80,794857;3,655581;3,29392;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;System-Gruppe;Ungültige;-2;1;1555;0,792022;1649;0,870603;-5,700424;-0,078581;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;System-Gruppe;Ungültige;-2;2;877;0,44669;1404;0,741253;-37,535613;-0,294563;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;System-Gruppe;Gültige;-1;1;194778;99,207978;187760;99,129397;3,73775;0,078581;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;System-Gruppe;Gültige;-1;2;195456;99,55331;188005;99,258747;3,963192;0,294563;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;AfD;1;1;58238;29,899681;34979;18,629634;66,494182;11,270047;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;AfD;1;2;55900;28,599787;36003;19,150023;55,264839;9,449765;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;SPD;2;1;18245;9,367074;28700;15,285471;-36,428571;-5,918397;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;SPD;2;2;16601;8,493472;30620;16,286801;-45,783801;-7,793329;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;CDU;3;1;47107;24,18497;35014;18,648274;34,537614;5,536695;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;CDU;3;2;35306;18,0634;26037;13,8491;35,599339;4,214301;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;FDP;4;1;5130;2,633768;20711;11,030571;-75,230554;-8,396803;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;FDP;4;2;6947;3,554253;22884;12,172017;-69,642545;-8,617764;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Die Linke;5;1;31961;16,408937;22160;11,802301;44,228339;4,606637;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Die Linke;5;2;31001;15,860859;20913;11,12364;48,237938;4,737218;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;GRÜNE;6;1;22140;11,366787;25527;13,595548;-13,268304;-2,228761;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;GRÜNE;6;2;25517;13,055112;31265;16,629877;-18,384775;-3,574765;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;FREIE WÄHLER;7;1;3253;1,670106;3309;1,762356;-1,692354;-0,09225;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;FREIE WÄHLER;7;2;1883;0,963388;3464;1,842504;-45,640878;-0,879116;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Tierschutzpartei;8;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Tierschutzpartei;8;2;2046;1,046783;3271;1,739847;-37,450321;-0,693064;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Die PARTEI;9;1;3145;1,614659;4292;2,285897;-26,724138;-0,671238;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Die PARTEI;9;2;1412;0,722413;3252;1,729741;-56,580566;-1,007328;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;PIRATEN;10;1;;;2694;1,43481;;-1,43481;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;PIRATEN;10;2;514;0,262975;1709;0,909018;-69,923932;-0,646044;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Volt;11;1;3724;1,91192;;;;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Volt;11;2;2142;1,095899;900;0,478711;138;0,617188;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;PdH;12;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;PdH;12;2;222;0,113581;424;0,225526;-47,641509;-0,111945;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;MLPD;13;1;337;0,173017;298;0,158713;13,087248;0,014304;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;MLPD;13;2;102;0,052186;150;0,079785;-32;-0,027599;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;1;1498;0,769081;;;;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;2;614;0,314137;;;;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;BSW;15;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;BSW;15;2;15249;7,801756;;;;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;dieBasis;16;1;;;3726;1,984448;;-1,984448;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;dieBasis;16;2;;;3661;1,947289;;-1,947289;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Bündnis C;17;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Bündnis C;17;2;;;256;0,136167;;-0,136167;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;BüSo;18;1;;;210;0,111845;;-0,111845;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;BüSo;18;2;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Team Todenhöfer;19;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Team Todenhöfer;19;2;;;607;0,322864;;-0,322864;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;ÖDP;20;1;;;1054;0,561355;;-0,561355;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;ÖDP;20;2;;;641;0,340948;;-0,340948;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Verjüngungsforschung;21;1;;;1366;0,727524;;-0,727524;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;Partei;Verjüngungsforschung;21;2;;;1099;0,584559;;-0,584559;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;System-Gruppe;Übrige;1000;1;;;3720;1,981253;;-1,981253;;AfD
BT;23.02.2025;Wahlkreis;159;Dresden II – Bautzen II;LAND;14;System-Gruppe;Übrige;1000;2;;;849;0,451584;;-0,451584;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;System-Gruppe;Wahlberechtigte;-4;;188107;;193828;;-2,951586;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;System-Gruppe;Wählende;-3;;148354;78,866815;147733;76,218606;0,420353;2,648209;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;System-Gruppe;Ungültige;-2;1;1326;0,893808;2005;1,357178;-33,865337;-0,46337;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;System-Gruppe;Ungültige;-2;2;867;0,584413;1741;1,178477;-50,201034;-0,594064;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;System-Gruppe;Gültige;-1;1;147028;99,106192;145728;98,642822;0,892073;0,46337;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;System-Gruppe;Gültige;-1;2;147487;99,415587;145992;98,821523;1,024029;0,594064;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;AfD;1;1;66688;45,357347;48725;33,435579;36,866085;11,921768;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;AfD;1;2;64094;43,457389;43821;30,016028;46,263207;13,441361;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;SPD;2;1;13321;9,060179;25727;17,654123;-48,221713;-8,593944;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;SPD;2;2;11145;7,556598;27000;18,494164;-58,722222;-10,937566;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;CDU;3;1;39665;26,977855;34638;23,768939;14,512963;3,208915;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;CDU;3;2;30403;20,61402;25603;17,537262;18,747803;3,076758;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;FDP;4;1;4284;2,913731;14420;9,895147;-70,291262;-6,981416;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;FDP;4;2;4676;3,170449;16897;11,573922;-72,326448;-8,403473;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Die Linke;5;1;13234;9,001007;12164;8,347058;8,796449;0,653949;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Die Linke;5;2;11800;8,000705;11687;8,005233;0,966886;-0,004528;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;GRÜNE;6;1;3680;2,502925;5398;3,704161;-31,826602;-1,201237;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;GRÜNE;6;2;5172;3,50675;6822;4,672859;-24,186456;-1,166109;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;FREIE WÄHLER;7;1;6156;4,186958;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;FREIE WÄHLER;7;2;2966;2,011025;3206;2,196011;-7,485964;-0,184986;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Tierschutzpartei;8;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Tierschutzpartei;8;2;1525;1,033989;2860;1,959011;-46,678322;-0,925022;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Die PARTEI;9;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Die PARTEI;9;2;561;0,380373;1366;0,935668;-58,931186;-0,555295;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;PIRATEN;10;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;PIRATEN;10;2;182;0,123401;514;0,352074;-64,59144;-0,228673;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Volt;11;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Volt;11;2;575;0,389865;336;0,23015;71,130952;0,159715;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;PdH;12;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;PdH;12;2;146;0,098992;246;0,168502;-40,650407;-0,069511;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;MLPD;13;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;MLPD;13;2;43;0,029155;86;0,058907;-50;-0,029752;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;2;275;0,186457;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;BSW;15;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;BSW;15;2;13924;9,440832;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;dieBasis;16;1;;;3397;2,331055;;-2,331055;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;dieBasis;16;2;;;2446;1,675434;;-1,675434;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Bündnis C;17;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Bündnis C;17;2;;;281;0,192476;;-0,192476;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Team Todenhöfer;18;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Team Todenhöfer;18;2;;;292;0,200011;;-0,200011;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;ÖDP;19;1;;;1259;0,863938;;-0,863938;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;ÖDP;19;2;;;549;0,376048;;-0,376048;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Verjüngungsforschung;20;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;Partei;Verjüngungsforschung;20;2;;;774;0,530166;;-0,530166;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;System-Gruppe;Übrige;1000;1;;;0;0;;0;;AfD
BT;23.02.2025;Wahlkreis;160;Mittelsachsen;LAND;14;System-Gruppe;Übrige;1000;2;;;1206;0,826073;;-0,826073;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;System-Gruppe;Wahlberechtigte;-4;;183295;;188691;;-2,859702;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;System-Gruppe;Wählende;-3;;144921;79,06435;140700;74,566355;3;4,497995;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;System-Gruppe;Ungültige;-2;1;774;0,534084;1371;0,974414;-43,544858;-0,44033;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;System-Gruppe;Ungültige;-2;2;692;0,477502;1121;0,796731;-38,269402;-0,319229;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;System-Gruppe;Gültige;-1;1;144147;99,465916;139329;99,025586;3,458002;0,44033;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;System-Gruppe;Gültige;-1;2;144229;99,522498;139579;99,203269;3,331447;0,319229;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;AfD;1;1;46401;32,190056;30502;21,892068;52,124451;10,297988;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;AfD;1;2;47112;32,664721;30089;21,556968;56,575493;11,107753;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;SPD;2;1;24128;16,738468;34958;25,090254;-30,980033;-8,351786;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;SPD;2;2;15988;11,085149;32616;23,367412;-50,981114;-12,282263;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;CDU;3;1;30868;21,414251;25801;18,51804;19,638774;2,896211;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;CDU;3;2;28001;19,414265;20713;14,839625;35,185632;4,57464;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;FDP;4;1;3314;2,299042;13934;10,000789;-76,216449;-7,701748;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;FDP;4;2;4524;3,136678;15781;11,306142;-71,332615;-8,169464;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Die Linke;5;1;14349;9,954422;15229;10,930244;-5,778449;-0,975823;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Die Linke;5;2;17648;12,236097;15008;10,752334;17,590618;1,483763;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;GRÜNE;6;1;6554;4,546747;9934;7,129887;-34,024562;-2,583139;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;GRÜNE;6;2;9579;6,641521;12680;9,084461;-24,455836;-2,44294;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;FREIE WÄHLER;7;1;2066;1,433259;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;FREIE WÄHLER;7;2;1404;0,973452;1997;1,430731;-29,694542;-0,457279;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Tierschutzpartei;8;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Tierschutzpartei;8;2;1817;1,259802;2620;1,877073;-30,648855;-0,617271;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Die PARTEI;9;1;1511;1,048235;3997;2,86875;-62,196647;-1,820514;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Die PARTEI;9;2;909;0,630248;2280;1,633484;-60,131579;-1,003236;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;PIRATEN;10;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;PIRATEN;10;2;206;0,142828;440;0,315234;-53,181818;-0,172405;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Volt;11;1;845;0,586207;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Volt;11;2;803;0,556753;346;0,247888;132,080925;0,308865;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;PdH;12;1;365;0,253214;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;PdH;12;2;213;0,147682;296;0,212066;-28,040541;-0,064384;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;MLPD;13;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;MLPD;13;2;73;0,050614;90;0,06448;-18,888889;-0,013866;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;1;556;0,385717;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;2;441;0,305764;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;BSW;15;1;13190;9,150381;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;BSW;15;2;15511;10,754425;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;dieBasis;16;1;;;2492;1,788572;;-1,788572;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;dieBasis;16;2;;;2097;1,502375;;-1,502375;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Bündnis C;17;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Bündnis C;17;2;;;378;0,270814;;-0,270814;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Team Todenhöfer;18;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Team Todenhöfer;18;2;;;311;0,222813;;-0,222813;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;ÖDP;19;1;;;679;0,487336;;-0,487336;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;ÖDP;19;2;;;359;0,257202;;-0,257202;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Verjüngungsforschung;20;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;Partei;Verjüngungsforschung;20;2;;;609;0,436312;;-0,436312;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;System-Gruppe;Übrige;1000;1;;;1803;1,294059;;-1,294059;;AfD
BT;23.02.2025;Wahlkreis;161;Chemnitz;LAND;14;System-Gruppe;Übrige;1000;2;;;869;0,622586;;-0,622586;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;System-Gruppe;Wahlberechtigte;-4;;172020;;177211;;-2,929276;;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;System-Gruppe;Wählende;-3;;140055;81,417858;137423;77,547669;1,915254;3,870189;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;System-Gruppe;Ungültige;-2;1;1873;1,337332;1664;1,21086;12,560096;0,126472;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;System-Gruppe;Ungültige;-2;2;850;0,606904;1441;1,048587;-41,013185;-0,441683;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;System-Gruppe;Gültige;-1;1;138182;98,662668;135759;98,78914;1,78478;-0,126472;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;System-Gruppe;Gültige;-1;2;139205;99,393096;135982;98,951413;2,370167;0,441683;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;Partei;AfD;1;1;61027;44,164218;39264;28,921839;55,427363;15,242379;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;Partei;AfD;1;2;57239;41,118494;37181;27,342589;53,946908;13,775905;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;Partei;SPD;2;1;16139;11,679524;23181;17,075111;-30,378327;-5,395587;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;Partei;SPD;2;2;11899;8,547825;27518;20,236502;-56,759212;-11,688677;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;Partei;CDU;3;1;38304;27,719964;32111;23,652944;19,286226;4,06702;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;Partei;CDU;3;2;29538;21,219065;24662;18,136224;19,771308;3,082841;;AfD
BT;23.02.2025;Wahlkreis;162;Chemnitzer Umland – Erzgebirgskreis II;LAND;14;Partei;FDP;4;1;4655;3,368746;11872;8,744908;-60,790094;-5,376163;;AfD
